Body Type,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Sex_female,Sex_male,Airfryer,Grill,Microwave,Oven,Stove,Glass,Metal,Paper,Plastic
1.0,1.0,1.0,1.0,0.0,0.0,0.0,61,2.0,63,1.0,4,13,11,23,2.0,1641,0,1,1,1,0,1,1,1,0,1,1
0.0,2.0,3.0,3.0,2.0,4.0,0.0,183,3.0,2132,1.0,5,8,37,9,0.0,2886,1,1,1,1,0,0,1,1,1,1,0
3.0,3.0,3.0,1.0,0.0,0.0,2.0,152,0.0,91,1.0,7,2,50,4,1.0,2537,0,1,1,1,1,0,0,0,0,0,0
1.0,0.0,3.0,0.0,2.0,4.0,0.0,117,1.0,185,1.0,2,9,5,20,0.0,572,1,1,0,0,0,1,0,1,0,1,1
3.0,3.0,1.0,0.0,2.0,4.0,1.0,163,2.0,3674,3.0,4,15,44,17,0.0,4285,0,1,1,1,1,1,1,1,0,1,0
0.0,0.0,2.0,3.0,2.0,1.0,1.0,181,1.0,7643,2.0,5,12,46,12,2.0,1837,1,1,0,0,1,1,1,1,0,0,1
3.0,1.0,3.0,3.0,0.0,0.0,0.0,236,3.0,7,0.0,4,12,48,11,1.0,3280,0,1,1,1,1,0,0,0,1,1,1
0.0,0.0,1.0,3.0,2.0,3.0,0.0,109,3.0,3237,0.0,3,6,46,14,1.0,2721,1,1,0,0,1,0,0,1,1,1,1
3.0,3.0,3.0,2.0,1.0,0.0,2.0,211,2.0,1254,3.0,6,17,46,1,2.0,3095,1,1,0,0,0,0,1,1,1,1,1
2.0,2.0,0.0,1.0,0.0,0.0,0.0,72,3.0,98,1.0,2,0,23,19,0.0,2537,0,1,0,0,1,1,0,1,0,1,0
0.0,3.0,1.0,1.0,2.0,3.0,2.0,264,2.0,8451,2.0,7,21,36,20,1.0,5247,0,1,0,0,1,1,0,1,0,0,0
1.0,3.0,3.0,0.0,0.0,0.0,1.0,75,3.0,84,2.0,3,19,50,11,1.0,2601,1,1,0,0,1,0,1,1,0,0,1
1.0,3.0,0.0,1.0,1.0,0.0,2.0,157,2.0,1396,0.0,5,4,13,10,2.0,1895,0,1,0,0,1,0,0,1,0,1,0
2.0,2.0,0.0,2.0,1.0,0.0,2.0,165,2.0,1703,2.0,2,5,18,20,0.0,2189,0,1,1,1,1,0,0,0,1,0,0
3.0,2.0,1.0,0.0,2.0,2.0,0.0,242,1.0,1439,1.0,1,14,2,8,0.0,1089,0,1,1,1,1,1,0,0,0,1,1
1.0,1.0,1.0,0.0,0.0,0.0,1.0,53,0.0,30,2.0,2,22,49,15,1.0,1109,1,1,1,1,1,1,0,1,1,0,0
2.0,2.0,3.0,3.0,1.0,0.0,0.0,164,0.0,378,3.0,3,18,8,22,2.0,1328,1,1,0,0,0,0,0,1,0,1,1
2.0,0.0,2.0,3.0,0.0,0.0,2.0,171,1.0,92,2.0,3,19,45,10,1.0,2298,0,1,1,1,0,1,1,0,0,1,1
1.0,0.0,2.0,2.0,1.0,0.0,0.0,205,1.0,1007,2.0,7,11,47,14,2.0,1986,1,1,1,1,0,0,0,0,0,1,0
1.0,2.0,3.0,3.0,0.0,0.0,2.0,284,0.0,63,1.0,4,7,28,0,1.0,1381,1,1,1,1,1,1,0,1,1,1,0
2.0,1.0,0.0,3.0,0.0,0.0,1.0,233,0.0,60,2.0,7,22,22,24,1.0,1764,1,1,0,0,1,0,1,1,0,1,1
3.0,0.0,2.0,0.0,2.0,3.0,1.0,65,3.0,5498,3.0,7,8,18,13,2.0,4658,1,1,1,1,0,0,0,1,0,0,0
3.0,3.0,2.0,2.0,2.0,3.0,2.0,67,0.0,8858,1.0,6,11,10,10,1.0,3875,1,1,0,0,0,1,1,1,0,1,0
2.0,2.0,3.0,1.0,1.0,0.0,1.0,54,0.0,879,2.0,3,11,46,19,1.0,1536,1,1,0,0,0,1,1,1,1,0,1
0.0,2.0,2.0,2.0,2.0,2.0,1.0,143,0.0,8590,3.0,5,7,36,18,1.0,3191,0,1,0,0,0,0,1,0,0,0,0
3.0,0.0,0.0,3.0,2.0,2.0,0.0,273,3.0,911,1.0,3,12,38,14,1.0,3129,1,1,0,0,1,0,1,0,0,1,0
1.0,0.0,2.0,3.0,0.0,0.0,1.0,247,1.0,35,2.0,6,11,37,16,1.0,2294,0,1,0,0,1,1,1,0,0,1,1
1.0,0.0,2.0,2.0,1.0,0.0,0.0,125,3.0,1096,2.0,5,3,13,5,1.0,2273,1,1,0,0,1,0,0,0,0,1,0
3.0,1.0,3.0,0.0,0.0,0.0,1.0,197,2.0,43,1.0,2,21,5,5,2.0,1266,1,1,1,1,0,0,0,1,0,1,1
3.0,3.0,3.0,1.0,1.0,0.0,2.0,159,2.0,1491,2.0,3,24,45,14,2.0,2578,1,1,1,1,0,1,1,1,0,1,1
2.0,0.0,3.0,3.0,0.0,0.0,2.0,93,1.0,7,0.0,2,3,14,13,0.0,1513,0,1,1,1,0,1,1,1,0,0,1
2.0,2.0,2.0,0.0,2.0,2.0,1.0,132,0.0,5132,0.0,7,21,46,16,1.0,2445,0,1,0,0,1,1,0,0,1,0,1
2.0,1.0,3.0,1.0,0.0,0.0,1.0,233,2.0,94,0.0,2,17,10,1,2.0,1771,0,1,1,1,0,1,1,0,1,0,0
2.0,0.0,1.0,3.0,1.0,0.0,2.0,159,0.0,30,0.0,1,10,32,18,1.0,1335,1,1,1,1,1,0,0,0,1,0,1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,204,1.0,56,0.0,7,2,12,15,0.0,808,1,1,0,0,0,1,1,0,1,0,1
2.0,2.0,2.0,2.0,2.0,3.0,0.0,252,3.0,9734,3.0,7,11,0,18,0.0,5444,1,1,0,0,0,1,1,1,0,0,1
3.0,3.0,2.0,3.0,2.0,1.0,0.0,245,1.0,1092,2.0,6,16,12,7,0.0,2052,0,1,1,1,0,1,1,1,1,1,1
1.0,2.0,3.0,3.0,2.0,4.0,1.0,160,2.0,9363,2.0,4,11,10,24,1.0,5425,0,1,1,1,0,0,1,1,1,0,1
2.0,1.0,1.0,0.0,0.0,0.0,0.0,220,0.0,27,0.0,5,2,35,6,1.0,1100,0,1,0,0,1,1,1,1,0,1,0
0.0,2.0,0.0,1.0,0.0,0.0,2.0,187,3.0,24,3.0,3,18,1,14,0.0,2053,1,1,0,0,1,0,0,1,0,0,1
0.0,3.0,1.0,2.0,2.0,1.0,0.0,176,3.0,4407,3.0,7,18,29,13,0.0,2922,1,1,0,0,1,1,1,0,0,1,0
3.0,3.0,2.0,3.0,1.0,0.0,1.0,292,0.0,1468,2.0,3,18,45,2,0.0,2160,1,1,1,1,0,0,1,0,0,1,1
3.0,3.0,2.0,2.0,2.0,5.0,1.0,234,3.0,5098,2.0,5,7,8,21,2.0,4963,0,1,1,1,0,0,0,0,0,1,0
0.0,3.0,3.0,0.0,2.0,3.0,2.0,61,1.0,4055,2.0,1,18,32,10,1.0,2207,0,1,1,1,0,1,1,1,1,0,1
2.0,3.0,3.0,0.0,2.0,4.0,0.0,71,1.0,352,1.0,5,1,13,4,1.0,1073,1,1,0,0,1,1,0,0,1,0,1
3.0,1.0,2.0,1.0,2.0,1.0,2.0,212,1.0,4273,1.0,6,21,41,12,1.0,2177,1,1,1,1,0,1,0,1,0,0,0
1.0,2.0,0.0,0.0,0.0,0.0,1.0,56,2.0,7,0.0,4,15,24,7,0.0,1613,0,1,1,1,1,1,1,1,0,0,0
1.0,2.0,0.0,0.0,2.0,3.0,2.0,169,2.0,1769,3.0,7,18,34,0,0.0,2519,1,1,1,1,1,1,0,0,0,1,0
3.0,1.0,0.0,3.0,0.0,0.0,2.0,123,1.0,43,2.0,4,23,10,4,2.0,1786,1,1,0,0,1,1,1,0,0,1,0
1.0,3.0,2.0,2.0,2.0,3.0,2.0,142,1.0,6372,1.0,7,12,44,4,0.0,3529,1,1,1,1,0,1,0,1,0,0,0
1.0,0.0,3.0,1.0,1.0,0.0,2.0,126,0.0,1251,1.0,6,24,29,4,2.0,1311,1,1,1,1,1,1,1,1,0,1,1
0.0,3.0,3.0,1.0,2.0,5.0,0.0,138,1.0,6063,1.0,7,9,42,11,0.0,2819,1,1,1,1,0,1,0,0,1,0,1
0.0,1.0,2.0,3.0,2.0,2.0,1.0,138,2.0,8744,1.0,7,6,46,24,1.0,3404,1,1,1,1,0,0,1,0,1,0,1
3.0,3.0,3.0,0.0,2.0,3.0,2.0,260,0.0,1574,0.0,5,19,4,0,1.0,1721,0,1,0,0,0,0,1,1,0,0,0
1.0,2.0,0.0,3.0,1.0,0.0,0.0,156,3.0,1672,2.0,3,13,15,4,2.0,2188,1,1,0,0,0,1,0,0,1,1,1
1.0,3.0,1.0,3.0,0.0,0.0,1.0,291,0.0,98,2.0,2,10,30,16,0.0,1802,1,1,1,1,1,1,0,0,0,0,0
1.0,0.0,3.0,0.0,2.0,5.0,0.0,165,2.0,7287,1.0,6,19,29,11,2.0,3613,0,1,0,0,0,1,0,0,0,1,1
0.0,0.0,2.0,1.0,0.0,0.0,2.0,190,2.0,29,3.0,7,0,38,21,2.0,2186,1,1,1,1,1,0,0,0,1,1,1
2.0,0.0,3.0,1.0,2.0,2.0,0.0,56,3.0,508,2.0,6,20,43,8,0.0,2676,1,1,1,1,0,0,1,1,1,1,0
0.0,2.0,1.0,3.0,2.0,1.0,2.0,75,1.0,1995,3.0,3,12,0,22,1.0,1183,1,1,1,1,1,0,0,1,1,0,1
2.0,0.0,0.0,1.0,2.0,3.0,1.0,173,3.0,1800,2.0,3,2,42,18,2.0,3579,0,1,1,1,0,1,0,1,0,1,1
0.0,2.0,3.0,0.0,0.0,0.0,2.0,85,2.0,98,2.0,7,19,23,7,2.0,1915,1,1,0,0,0,0,0,0,0,0,1
3.0,2.0,3.0,3.0,0.0,0.0,0.0,55,2.0,22,3.0,4,7,29,0,0.0,2370,1,1,1,1,1,0,0,0,0,1,0
3.0,3.0,2.0,1.0,2.0,4.0,1.0,238,3.0,3913,3.0,6,19,30,10,1.0,5238,1,1,0,0,1,1,0,0,0,1,0
0.0,0.0,3.0,1.0,0.0,0.0,2.0,184,0.0,44,1.0,1,4,14,16,2.0,1022,1,1,0,0,1,1,1,0,0,0,1
0.0,2.0,0.0,2.0,1.0,0.0,2.0,243,0.0,1598,0.0,1,2,15,17,2.0,1074,1,1,0,0,1,1,1,0,1,0,0
2.0,3.0,0.0,3.0,2.0,4.0,2.0,104,2.0,5677,0.0,2,8,34,19,2.0,4385,1,1,1,1,1,1,0,0,1,0,0
3.0,0.0,2.0,2.0,0.0,0.0,1.0,267,0.0,83,1.0,7,21,38,19,2.0,1618,1,1,1,1,0,0,0,1,1,1,1
3.0,2.0,0.0,3.0,2.0,1.0,1.0,121,0.0,667,1.0,4,11,8,11,2.0,1499,0,1,1,1,1,0,1,1,0,1,0
0.0,2.0,1.0,1.0,2.0,5.0,1.0,286,3.0,7330,2.0,5,0,18,9,0.0,3780,1,1,1,1,1,1,1,0,1,1,0
2.0,2.0,2.0,1.0,0.0,0.0,2.0,184,1.0,0,0.0,2,0,49,5,2.0,1873,0,1,1,1,0,1,0,0,0,1,1
3.0,2.0,3.0,1.0,0.0,0.0,1.0,262,2.0,66,0.0,7,22,17,17,0.0,2272,0,1,1,1,0,0,0,1,1,0,1
1.0,1.0,3.0,2.0,0.0,0.0,1.0,86,0.0,27,3.0,3,24,50,11,0.0,1599,0,1,0,0,1,0,0,1,0,1,0
2.0,2.0,1.0,3.0,1.0,0.0,0.0,227,2.0,1981,2.0,1,23,49,6,1.0,2310,1,1,1,1,1,0,0,0,0,1,0
2.0,1.0,0.0,1.0,2.0,5.0,1.0,60,1.0,5743,0.0,3,3,37,18,1.0,2817,0,1,1,1,0,0,1,0,1,1,1
3.0,0.0,0.0,0.0,1.0,0.0,2.0,267,2.0,1338,3.0,3,16,18,9,1.0,2091,0,1,0,0,0,1,1,0,1,1,0
2.0,2.0,1.0,3.0,0.0,0.0,0.0,139,2.0,90,2.0,2,19,25,4,2.0,2143,1,1,1,1,1,1,0,0,0,0,1
3.0,2.0,2.0,2.0,1.0,0.0,0.0,181,3.0,1182,0.0,5,22,39,21,2.0,3689,0,1,1,1,1,0,0,0,0,0,0
1.0,0.0,3.0,1.0,1.0,0.0,0.0,279,3.0,347,2.0,3,24,2,15,0.0,2133,1,1,0,0,1,1,1,0,1,0,0
0.0,3.0,1.0,1.0,1.0,0.0,1.0,122,1.0,1286,0.0,4,4,38,15,2.0,1458,1,1,1,1,1,1,1,1,1,0,0
3.0,3.0,2.0,0.0,2.0,5.0,2.0,281,0.0,2948,0.0,4,11,8,1,1.0,1903,0,1,0,0,0,0,1,1,0,1,1
3.0,3.0,1.0,1.0,0.0,0.0,0.0,200,0.0,53,0.0,7,24,44,1,0.0,1594,0,1,1,1,1,1,0,1,1,1,0
2.0,2.0,1.0,1.0,2.0,2.0,1.0,60,0.0,2677,0.0,2,6,20,23,1.0,1594,0,1,1,1,0,0,0,0,1,0,1
2.0,1.0,1.0,0.0,1.0,0.0,2.0,244,2.0,626,0.0,6,20,6,22,2.0,1755,0,1,1,1,1,1,0,1,1,1,0
2.0,2.0,2.0,3.0,1.0,0.0,0.0,102,3.0,726,3.0,7,17,45,1,0.0,3399,1,1,0,0,1,1,0,1,1,0,0
2.0,1.0,0.0,1.0,1.0,0.0,0.0,197,2.0,48,3.0,3,4,16,0,0.0,1567,1,1,0,0,0,0,1,0,0,1,0
0.0,2.0,2.0,1.0,2.0,2.0,2.0,117,1.0,6711,2.0,3,11,6,12,1.0,2344,0,1,0,0,0,0,1,0,0,1,0
2.0,0.0,1.0,3.0,0.0,0.0,1.0,71,3.0,46,2.0,6,12,11,3,0.0,2790,0,1,0,0,1,1,1,0,1,1,1
2.0,1.0,3.0,1.0,0.0,0.0,2.0,91,2.0,88,0.0,5,4,49,20,0.0,2067,1,1,1,1,1,1,0,0,0,1,1
3.0,3.0,0.0,3.0,0.0,0.0,1.0,180,1.0,85,2.0,4,19,27,0,2.0,2118,1,1,1,1,0,1,0,0,0,1,0
0.0,3.0,3.0,3.0,0.0,0.0,2.0,278,2.0,82,2.0,5,3,39,12,2.0,2791,0,1,1,1,0,1,1,1,1,1,0
0.0,0.0,0.0,3.0,1.0,0.0,0.0,262,2.0,1972,3.0,7,12,42,11,1.0,2798,0,1,0,0,1,1,1,0,1,0,1
2.0,3.0,2.0,1.0,1.0,0.0,1.0,69,3.0,1080,1.0,3,3,35,4,0.0,2861,0,1,1,1,0,0,1,0,0,0,0
3.0,1.0,3.0,3.0,2.0,3.0,1.0,69,3.0,9670,1.0,2,17,48,14,0.0,5411,1,1,1,1,1,1,1,0,1,1,0
2.0,3.0,1.0,0.0,0.0,0.0,0.0,120,3.0,32,2.0,2,13,16,8,1.0,2310,0,1,0,0,0,0,1,0,1,0,0
1.0,0.0,2.0,1.0,0.0,0.0,2.0,105,3.0,99,0.0,1,20,17,2,1.0,2349,0,1,0,0,1,1,1,1,0,0,0
3.0,1.0,0.0,2.0,0.0,0.0,0.0,284,0.0,85,3.0,5,8,12,10,0.0,1302,1,1,0,0,1,0,0,1,0,1,0
2.0,0.0,2.0,0.0,2.0,2.0,1.0,243,3.0,9996,0.0,1,23,4,1,0.0,3538,0,1,0,0,1,0,1,1,1,0,0
0.0,0.0,0.0,0.0,2.0,1.0,0.0,118,1.0,6992,2.0,1,18,45,9,1.0,752,1,1,1,1,0,1,0,1,1,1,1
2.0,2.0,2.0,2.0,0.0,0.0,2.0,289,2.0,72,3.0,2,8,6,17,0.0,2160,0,1,0,0,1,1,0,0,1,0,0
1.0,2.0,1.0,1.0,2.0,5.0,0.0,139,2.0,4202,3.0,2,11,48,1,0.0,2799,1,1,0,0,1,0,1,0,1,0,0
2.0,0.0,2.0,2.0,2.0,3.0,0.0,280,0.0,5546,3.0,7,12,24,14,1.0,3804,0,1,1,1,0,0,0,0,1,0,0
2.0,2.0,2.0,0.0,1.0,0.0,2.0,259,2.0,1277,2.0,4,24,21,21,0.0,2214,1,1,0,0,1,1,1,0,0,0,0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,206,0.0,65,2.0,7,6,47,3,2.0,2166,0,1,1,1,1,0,0,0,0,0,0
3.0,2.0,1.0,2.0,0.0,0.0,0.0,51,2.0,93,0.0,3,5,26,0,2.0,1966,0,1,0,0,1,1,0,0,0,1,1
3.0,2.0,1.0,2.0,1.0,0.0,1.0,238,0.0,263,2.0,2,10,24,24,2.0,1524,0,1,0,0,0,0,0,1,1,0,1
2.0,3.0,2.0,0.0,2.0,5.0,1.0,174,0.0,8347,2.0,4,24,0,7,2.0,2789,1,1,1,1,1,0,1,0,1,1,1
1.0,1.0,3.0,3.0,1.0,0.0,0.0,173,3.0,1376,3.0,3,6,9,19,2.0,2499,1,1,1,1,1,1,1,0,0,1,0
3.0,3.0,2.0,3.0,0.0,0.0,2.0,224,0.0,0,2.0,1,15,30,9,2.0,1687,0,1,1,1,0,0,0,1,1,1,0
1.0,3.0,1.0,2.0,1.0,0.0,0.0,55,0.0,870,3.0,4,7,17,3,2.0,1450,1,1,1,1,1,1,1,0,0,0,0
0.0,3.0,2.0,2.0,2.0,2.0,2.0,152,1.0,8216,2.0,7,23,27,2,1.0,2534,1,1,1,1,1,1,0,1,1,1,1
1.0,0.0,2.0,0.0,2.0,4.0,2.0,70,3.0,3627,1.0,6,21,3,2,2.0,2930,1,1,1,1,1,1,0,1,1,0,1
0.0,2.0,0.0,2.0,0.0,0.0,2.0,142,0.0,86,1.0,6,14,24,6,2.0,1194,0,1,0,0,0,0,1,0,1,1,0
2.0,1.0,3.0,0.0,1.0,0.0,1.0,295,2.0,376,3.0,5,20,16,21,2.0,2354,0,1,1,1,1,1,0,0,1,1,0
3.0,3.0,3.0,0.0,1.0,0.0,0.0,223,3.0,820,1.0,7,0,19,21,0.0,2852,1,1,0,0,1,0,1,0,0,1,0
1.0,3.0,0.0,3.0,2.0,2.0,0.0,235,1.0,4411,3.0,7,21,10,8,2.0,2992,0,1,0,0,1,1,0,0,1,0,0
3.0,0.0,3.0,1.0,0.0,0.0,1.0,61,2.0,68,0.0,1,24,7,8,1.0,1472,0,1,0,0,1,1,1,0,1,1,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,276,1.0,1777,0.0,3,9,40,4,2.0,1043,1,1,1,1,0,1,0,1,1,0,0
3.0,3.0,1.0,1.0,1.0,0.0,2.0,127,3.0,1300,0.0,3,9,41,0,1.0,3671,0,1,1,1,1,0,1,0,0,0,0
2.0,1.0,0.0,2.0,2.0,5.0,2.0,122,0.0,5513,2.0,3,8,34,13,0.0,2774,0,1,0,0,0,0,1,1,1,1,1
3.0,0.0,0.0,3.0,1.0,0.0,0.0,233,1.0,644,3.0,1,6,25,6,2.0,1587,1,1,0,0,1,1,1,0,0,1,1
3.0,2.0,2.0,3.0,0.0,0.0,1.0,118,0.0,94,3.0,6,12,17,6,0.0,2467,0,1,0,0,1,1,1,0,0,0,0
1.0,1.0,2.0,1.0,2.0,4.0,2.0,157,1.0,6804,3.0,6,18,21,23,1.0,4231,1,1,1,1,1,0,1,0,1,0,0
0.0,1.0,0.0,3.0,0.0,0.0,2.0,110,1.0,54,3.0,4,22,27,3,1.0,1922,0,1,0,0,1,1,0,0,1,0,0
0.0,2.0,3.0,2.0,0.0,0.0,2.0,296,1.0,49,0.0,3,18,49,19,1.0,1506,1,1,0,0,1,0,1,0,1,1,1
1.0,2.0,3.0,2.0,0.0,0.0,1.0,123,3.0,53,0.0,1,21,34,7,1.0,2534,0,1,1,1,1,1,1,0,0,1,1
3.0,1.0,0.0,0.0,2.0,2.0,2.0,144,2.0,695,1.0,3,4,22,19,0.0,2005,1,1,0,0,0,0,0,0,0,0,1
0.0,3.0,1.0,2.0,2.0,4.0,1.0,191,0.0,1652,0.0,7,2,11,17,2.0,1537,1,1,0,0,0,1,1,0,1,1,0
2.0,2.0,3.0,1.0,2.0,2.0,1.0,284,1.0,8271,1.0,7,10,19,23,2.0,2943,1,1,0,0,0,1,0,1,1,1,0
1.0,3.0,0.0,3.0,1.0,0.0,1.0,124,0.0,1961,1.0,2,15,35,21,2.0,1414,1,1,0,0,1,0,1,1,1,1,0
2.0,1.0,0.0,3.0,2.0,3.0,1.0,75,3.0,885,0.0,1,16,22,10,1.0,3147,0,1,1,1,0,1,1,0,0,0,1
1.0,1.0,1.0,2.0,0.0,0.0,2.0,236,2.0,93,0.0,5,4,2,4,2.0,1505,0,1,0,0,0,0,0,1,1,0,0
3.0,0.0,1.0,1.0,2.0,3.0,0.0,183,0.0,5415,2.0,3,6,36,11,2.0,2796,1,1,1,1,0,1,0,1,1,1,0
2.0,2.0,3.0,3.0,1.0,0.0,2.0,133,0.0,390,2.0,6,5,31,2,1.0,2321,0,1,1,1,0,1,0,1,0,0,1
2.0,2.0,3.0,2.0,0.0,0.0,0.0,250,2.0,64,0.0,1,19,11,14,2.0,1396,1,1,0,0,0,1,0,0,1,1,0
3.0,3.0,0.0,3.0,1.0,0.0,1.0,162,1.0,30,0.0,1,2,20,17,1.0,1284,1,1,0,0,1,0,1,1,1,1,1
3.0,0.0,3.0,0.0,2.0,1.0,1.0,115,2.0,1776,2.0,2,1,33,14,2.0,2238,0,1,1,1,1,0,1,0,0,0,1
3.0,3.0,2.0,3.0,1.0,0.0,1.0,80,3.0,815,1.0,6,17,26,20,1.0,3218,1,1,1,1,0,0,0,0,0,1,1
2.0,2.0,3.0,3.0,2.0,4.0,0.0,242,2.0,217,1.0,6,21,47,17,0.0,3142,0,1,0,0,1,1,1,0,0,0,1
3.0,3.0,3.0,3.0,2.0,5.0,2.0,144,1.0,9469,2.0,3,22,49,3,0.0,5462,0,1,0,0,1,1,0,1,0,0,1
1.0,0.0,3.0,3.0,0.0,0.0,1.0,188,3.0,77,2.0,5,17,5,10,1.0,2357,1,1,1,1,1,1,0,0,1,1,1
1.0,0.0,3.0,2.0,1.0,0.0,0.0,213,3.0,1669,2.0,7,6,32,4,2.0,2465,1,1,0,0,0,0,0,1,1,1,1
1.0,1.0,2.0,1.0,0.0,0.0,2.0,251,3.0,94,1.0,3,24,41,2,1.0,2881,0,1,0,0,0,1,0,0,1,0,0
0.0,3.0,3.0,0.0,1.0,0.0,0.0,157,2.0,847,3.0,5,2,50,18,1.0,2432,0,1,1,1,1,0,0,1,0,0,1
3.0,1.0,1.0,3.0,2.0,1.0,1.0,65,3.0,6811,2.0,1,13,45,2,1.0,2725,1,1,0,0,1,0,0,1,0,1,0
3.0,3.0,1.0,0.0,2.0,2.0,2.0,225,3.0,779,3.0,7,2,24,9,1.0,3464,1,1,0,0,0,0,1,0,1,0,1
2.0,3.0,2.0,2.0,0.0,0.0,2.0,164,3.0,85,1.0,7,17,31,4,1.0,3475,0,1,0,0,0,1,1,1,0,0,0
0.0,0.0,1.0,2.0,0.0,0.0,1.0,102,1.0,76,2.0,5,14,15,2,0.0,1279,0,1,1,1,0,0,1,1,0,1,0
0.0,0.0,0.0,1.0,2.0,4.0,1.0,131,3.0,1992,0.0,4,11,49,9,0.0,3265,0,1,0,0,0,0,0,0,1,0,0
2.0,2.0,0.0,2.0,0.0,0.0,1.0,170,3.0,15,0.0,4,20,8,7,1.0,2434,0,1,0,0,0,1,0,1,0,1,0
2.0,3.0,1.0,2.0,0.0,0.0,2.0,133,1.0,35,2.0,6,10,21,18,1.0,2142,0,1,0,0,0,1,1,0,0,1,1
0.0,2.0,2.0,3.0,0.0,0.0,1.0,189,1.0,1,0.0,1,13,43,24,0.0,1593,1,1,0,0,1,0,1,0,0,0,1
0.0,3.0,2.0,0.0,0.0,0.0,0.0,66,3.0,60,1.0,5,10,1,12,1.0,1850,0,1,0,0,0,0,0,0,0,1,1
1.0,2.0,3.0,2.0,0.0,0.0,0.0,164,3.0,69,1.0,7,11,3,18,0.0,2077,1,1,1,1,0,1,1,1,1,0,1
2.0,0.0,2.0,3.0,2.0,2.0,2.0,240,1.0,5914,3.0,5,5,7,18,2.0,2837,1,1,0,0,0,0,0,0,1,0,0
3.0,1.0,0.0,0.0,1.0,0.0,0.0,92,2.0,733,3.0,1,7,3,2,0.0,1279,0,1,1,1,0,0,0,0,0,1,0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,203,2.0,47,1.0,5,6,19,19,2.0,1586,1,1,0,0,1,1,1,0,1,1,0
0.0,0.0,2.0,2.0,1.0,0.0,1.0,112,1.0,605,2.0,4,19,49,11,0.0,1609,1,1,1,1,1,1,0,1,0,1,0
2.0,1.0,3.0,3.0,1.0,0.0,0.0,118,3.0,614,1.0,4,22,13,17,2.0,2552,1,1,0,0,1,0,1,1,1,0,0
3.0,0.0,1.0,0.0,0.0,0.0,1.0,243,2.0,49,3.0,5,6,13,16,1.0,1778,1,1,1,1,0,0,1,0,1,1,1
2.0,1.0,1.0,2.0,1.0,0.0,1.0,241,1.0,1669,1.0,6,11,31,9,1.0,1991,0,1,1,1,0,0,0,0,0,1,1
2.0,1.0,2.0,0.0,0.0,0.0,1.0,106,1.0,40,3.0,6,20,29,5,0.0,1687,0,1,0,0,0,1,1,1,1,1,0
1.0,1.0,2.0,0.0,1.0,0.0,0.0,177,1.0,378,0.0,1,22,6,10,1.0,586,0,1,0,0,1,1,1,0,1,1,1
3.0,3.0,2.0,2.0,0.0,0.0,1.0,146,1.0,66,0.0,3,7,29,0,2.0,1403,1,1,0,0,1,1,0,0,1,0,1
2.0,1.0,0.0,0.0,0.0,0.0,0.0,70,1.0,48,0.0,4,19,40,14,2.0,1263,0,1,1,1,0,0,0,1,0,1,0
2.0,1.0,1.0,2.0,2.0,4.0,2.0,171,1.0,6066,1.0,5,1,9,23,0.0,3685,1,1,0,0,1,1,0,1,0,0,1
3.0,1.0,3.0,1.0,2.0,3.0,0.0,169,2.0,5869,1.0,3,3,3,1,1.0,3537,0,1,0,0,0,1,0,1,0,1,0
2.0,0.0,0.0,0.0,1.0,0.0,2.0,221,2.0,586,2.0,6,21,44,22,1.0,2826,0,1,1,1,1,0,0,0,1,0,0
1.0,2.0,3.0,1.0,2.0,3.0,0.0,296,3.0,8886,0.0,3,24,37,4,2.0,4545,1,1,0,0,1,1,0,1,1,0,1
3.0,1.0,3.0,2.0,0.0,0.0,1.0,179,2.0,73,3.0,7,22,45,3,0.0,2998,1,1,0,0,0,0,1,0,0,1,0
0.0,2.0,0.0,2.0,1.0,0.0,0.0,166,0.0,1416,2.0,4,17,29,4,2.0,1423,0,1,0,0,0,0,1,0,0,1,0
0.0,3.0,3.0,0.0,2.0,1.0,0.0,72,2.0,574,1.0,3,4,1,11,0.0,1000,1,1,1,1,0,1,0,0,1,0,1
1.0,3.0,2.0,3.0,0.0,0.0,2.0,182,0.0,23,2.0,6,13,20,16,2.0,1968,0,1,1,1,1,0,1,1,0,1,0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,107,0.0,1256,1.0,6,5,23,1,1.0,759,1,1,0,0,0,0,0,0,1,1,1
0.0,2.0,0.0,2.0,0.0,0.0,0.0,158,2.0,24,0.0,5,2,49,11,2.0,1955,0,1,1,1,0,1,1,1,1,0,0
0.0,2.0,3.0,0.0,2.0,1.0,1.0,244,2.0,6393,0.0,6,15,50,6,1.0,1543,1,1,1,1,0,1,0,1,1,1,0
2.0,1.0,0.0,2.0,0.0,0.0,1.0,299,1.0,91,2.0,4,10,23,23,1.0,1888,1,1,1,1,1,1,1,0,0,0,0
1.0,1.0,1.0,3.0,0.0,0.0,0.0,282,0.0,65,2.0,3,8,36,3,2.0,1382,1,1,1,1,1,0,0,1,0,1,1
